,ID,aspect,strdist,basarea,basin,curvature,curve_cont,curve_prof,curves,drop,rockdist,flowdir,fos,lith,elev,cohesion,slide,scarpdist,scarps,frictang,slope,slopeleg,woods,specwt
15724,15725,208.8135,0.0,5068000,17,2.171295,-0.8425504,1.328745,0.2103148,40.0,0,8,1.037021,3,718.4946,10,1,107.7033,0.0,17,17.16656,423.3589,0,20
15725,15726,167.3515,20.0,5068000,17,0.3855743,0.04728293,0.4328573,0.1359741,23.33333,0,8,0.8559861,3,718.3126,10,1,116.619,0.0,17,12.50206,454.4709,0,20
15726,15727,164.3787,40.0,5068000,17,-0.165329,-0.02385311,-0.1891821,0.1097001,17.5,0,4,1.161818,3,716.8507,10,1,128.0625,0.0,17,9.608119,487.2639,0,20
15727,15728,188.2488,60.0,5068000,17,-0.2714996,-0.01756448,-0.2890641,0.09053778,12.5,0,4,1.375797,3,716.5912,10,1,141.4214,0.0,17,8.401819,521.3315,0,20
15728,15729,221.7054,80.0,5068000,17,-0.913147,0.3844602,-0.5286868,0.1391995,15.0,0,4,1.414578,3,717.5203,10,1,156.205,0.0,17,11.99562,550.895,0,20
15729,15730,227.042,82.46211,5068000,17,0.5536957,-0.268877,0.2848187,0.1456678,28.33333,0,8,1.138233,3,722.0729,10,1,152.3155,0.0,17,13.85238,548.2574,0,20
15730,15731,231.7544,72.11102,5068000,17,-1.16127,0.4049041,-0.756366,0.1694124,18.33333,0,8,0.9843984,3,724.4087,10,1,134.1641,0.0,17,13.07002,546.0971,1,20
15731,15732,242.9429,63.24555,5068000,17,0.756134,-0.8205097,-0.06437562,0.1391971,30.0,0,8,0.9272867,3,729.9469,10,1,116.619,0.0,17,10.7536,544.3158,0,20
15732,15733,248.6427,56.56854,5068000,17,0.5821991,-0.1646582,0.4175409,0.09782761,15.0,0,8,0.9935299,3,732.6593,10,1,100.0,0.0,17,7.170847,538.9677,0,20
15733,15734,262.6161,44.72136,5068000,17,0.3192902,0.2662377,0.5855278,0.1207781,18.33333,0,8,1.365371,3,735.4769,10,1,84.85281,0.0,17,10.95627,532.1314,1,20
15734,15735,267.9531,28.28427,5068000,17,-0.8444672,0.9082432,0.063776,0.1970655,25.0,0,8,1.035352,3,740.0547,10,1,72.11102,0.0,17,17.72913,526.1532,1,20
15735,15736,263.2358,20.0,5068000,17,1.022736,-0.2883022,0.7344335,0.229883,40.0,0,16,0.7604578,3,748.2693,10,1,56.56854,0.0,17,22.13141,520.9282,1,20
15736,15737,250.1023,0.0,5068000,17,-0.6927032,0.5890234,-0.1036799,0.2349442,32.5,0,16,0.7256188,3,755.089,10,1,44.72136,0.0,17,24.61204,516.3707,1,20
15737,15738,239.2309,0.0,5068000,17,-1.096695,0.4787214,-0.6179735,0.2799468,37.5,0,16,0.739483,3,762.7771,10,1,40.0,0.0,17,24.40372,485.0568,1,20
15738,15739,240.7598,0.0,5068000,17,0.538147,-0.903125,-0.3649781,0.2420306,40.0,0,16,0.6802487,3,771.1277,10,1,40.0,0.0,17,18.9429,445.6376,1,20
15739,15740,255.7214,20.0,5068000,17,-0.1623383,0.3691026,0.2067644,0.2067603,31.66667,0,8,0.6681596,3,777.0317,10,1,44.72136,0.0,17,17.85919,406.3703,1,20
15740,15741,260.3886,28.28427,5068000,17,-0.1140137,0.8471074,0.7330937,0.2837368,37.5,0,16,0.7538853,3,784.5344,10,1,40.0,0.0,17,24.27829,367.323,1,20
15741,15742,261.0776,44.72136,5068000,17,1.242172,-0.3198371,0.9223351,0.3116443,52.5,0,16,0.629414,3,795.4364,10,1,20.0,0.0,17,28.27753,328.6105,1,20
15742,15743,256.6305,56.56854,5068000,17,0.7510071,-0.5390697,0.2119374,0.2629356,50.0,0,8,0.5127789,3,805.3107,10,1,0.0,1.0,17,25.37005,290.4402,1,20
15743,15744,239.8962,72.11102,5068000,17,0.9055176,-0.2933131,0.6122044,0.2156157,35.0,0,16,2.479846,1,812.4655,50,0,20.0,0.0,45,18.5734,253.2187,1,25
15744,15745,215.7092,84.85281,5068000,17,1.13063,-0.575703,0.5549275,0.1527533,30.0,0,8,3.386763,1,816.5881,50,0,20.0,0.0,45,13.11217,217.8137,1,25
15745,15746,202.4805,100.0,5068000,17,-0.04660034,0.02034492,-0.02625542,0.115702,20.0,0,8,3.984362,1,817.7362,50,0,28.28427,0.0,45,11.72231,186.1427,1,25
15746,15747,191.0022,116.619,5068000,17,-0.06135559,0.3275243,0.2661687,0.1317762,15.0,0,4,4.734694,1,818.9985,50,0,28.28427,0.0,45,11.59804,161.6552,1,25
15747,15748,152.0282,107.7033,5068000,17,0.4179382,0.2869686,0.7049068,0.1234706,20.0,0,2,5.415999,1,819.1742,50,0,20.0,0.0,45,10.99549,146.7018,1,25
15748,15749,98.37936,89.44272,5068000,17,2.282928,-1.003852,1.279077,0.1923903,46.66667,0,128,5.503651,1,816.7372,50,0,0.0,1.0,45,19.80142,139.0307,1,25
15766,15767,250.4518,20.0,5068000,17,1.14975,-0.3658172,0.7839325,0.1245128,22.5,0,16,1.538779,3,784.8979,10,1,20.0,0.0,17,12.655,519.3251,1,20
15767,15768,243.207,20.0,5068000,17,-1.577225,0.8337718,-0.743453,0.1540225,18.33333,0,8,1.549486,3,787.5361,10,1,20.0,0.0,17,16.92715,519.652,1,20
15768,15769,245.1776,0.0,5068000,17,-1.794052,0.2709778,-1.523074,0.2030889,27.5,0,16,0.9687045,3,793.2838,10,1,20.0,0.0,17,18.06693,516.2278,1,20
15769,15770,244.2162,0.0,5068000,17,0.8899231,-1.127463,-0.23754,0.1480168,32.5,0,16,0.7992592,3,800.2522,10,1,0.0,1.0,17,12.94227,513.6545,1,20
15770,15771,239.6337,0.0,5068000,17,-0.7610779,0.3410859,-0.4199919,0.1013696,10.0,0,16,4.766012,1,802.6374,50,1,0.0,1.0,45,9.299186,511.8058,1,25
15771,15772,249.0799,20.0,5068000,17,-0.4611969,0.3385073,-0.1226896,0.135388,15.0,0,16,1.680102,3,806.0606,10,1,20.0,0.0,17,11.33109,500.8319,1,20
15772,15773,253.49,40.0,5068000,17,0.4277802,-0.230976,0.1968041,0.1440025,22.5,0,16,1.27419,3,810.9724,10,1,20.0,0.0,17,13.50315,467.9351,1,20
15773,15774,249.2875,60.0,5068000,17,-0.4881744,0.0506729,-0.4375015,0.128887,20.0,0,16,1.101868,3,814.9752,10,1,0.0,1.0,17,14.26032,436.2097,1,20
15774,15775,237.6345,80.0,5068000,17,-1.158035,0.2266979,-0.9313374,0.1244557,17.5,0,16,1.113656,3,818.9137,10,1,0.0,1.0,17,13.32415,403.9025,1,20
15775,15776,222.9846,100.0,5068000,17,-0.7752533,0.4259335,-0.3493198,0.1195602,15.0,0,16,1.457733,3,822.1405,10,1,0.0,1.0,17,12.04881,373.0705,1,20
15776,15777,233.2556,116.619,5068000,17,-2.15596,1.193114,-0.9628463,0.1782301,12.5,0,16,2.080547,3,824.8298,10,1,20.0,0.0,17,15.58053,341.7521,1,20
15777,15778,241.1712,134.1641,5068000,17,0.5962219,-0.4398795,0.1563424,0.2152196,35.0,0,16,1.230861,3,832.0658,10,1,20.0,0.0,17,17.74249,308.5204,1,20
15778,15779,232.0778,134.1641,5068000,17,1.251175,-0.7658636,0.4853113,0.1343464,30.0,0,8,0.9156713,3,837.3724,10,1,0.0,1.0,17,12.79905,275.5854,1,20
15779,15780,219.4901,116.619,5068000,17,-0.5009918,0.3041978,-0.196794,0.1089183,16.66667,0,8,1.211364,15,838.9088,10,0,20.0,0.0,17,10.72613,244.6815,1,22
15780,15781,219.3806,100.0,5068000,17,-0.1718445,0.1556351,-0.01620933,0.1293685,16.66667,0,8,1.558998,15,841.5864,10,0,40.0,0.0,17,11.46225,216.619,0,22
15781,15782,209.7248,82.46211,5068000,17,0.6301727,-0.09112245,0.5390503,0.1152015,18.33333,0,8,1.438919,15,844.3466,10,0,44.72136,0.0,17,11.08431,190.1654,0,22
15782,15783,196.0881,63.24555,5068000,17,-0.4249268,0.407507,-0.01741973,0.1317909,15.0,0,4,1.44291,15,845.0135,10,0,28.28427,0.0,17,11.23401,165.226,0,22
15783,15784,172.9633,44.72136,5068000,17,0.2614594,0.2948942,0.5563535,0.1284387,16.66667,0,2,1.370986,15,845.8568,10,0,20.0,0.0,17,11.10163,144.7214,1,22
15784,15785,147.7175,28.28427,5068000,17,0.2571106,-0.03471865,0.2223919,0.1349128,28.33333,0,2,1.198713,3,844.4839,10,1,0.0,1.0,17,12.838,130.2647,1,20
15785,15786,145.3277,20.0,5068000,17,0.3032684,-0.09755845,0.20571,0.154486,25.0,0,4,0.9890033,3,841.703,10,1,20.0,0.0,17,12.17242,127.7033,1,20
15786,15787,215.3643,0.0,5068000,17,-2.275101,0.3617969,-1.913304,0.06967008,10.0,0,8,1.495677,3,839.6595,10,1,28.28427,0.0,17,6.5446,116.619,1,20
15787,15788,276.1646,0.0,5068000,17,-1.652451,1.335381,-0.3170695,0.2287778,25.0,0,16,1.256688,3,844.7133,10,1,20.0,0.0,17,17.62674,148.0625,1,20
15788,15789,288.3125,20.0,5068000,17,1.397202,-0.9258732,0.4713283,0.2431852,47.5,0,16,0.7028221,3,854.351,10,1,0.0,1.0,17,20.15357,181.4214,1,20
15789,15790,292.0259,28.28427,5068000,17,0.2645874,0.04216826,0.3067557,0.1967445,30.0,0,32,0.7690261,3,859.8932,10,1,0.0,1.0,17,17.43136,216.205,1,20
15790,15791,282.5433,44.72136,5068000,17,2.293533,-0.9022237,1.39131,0.1577112,33.33333,0,32,1.0826,3,866.5181,10,0,0.0,1.0,17,14.72554,252.0465,0,20
15791,15792,259.7386,56.56854,5068000,17,1.156601,0.04059552,1.197196,0.1217277,23.33333,0,32,1.201447,3,869.9594,10,0,20.0,0.0,17,11.96293,288.6796,0,20
15792,15793,238.867,60.0,5068000,17,0.6794434,-0.2363731,0.4430703,0.1313004,25.0,0,8,1.095951,3,873.0951,10,0,20.0,0.0,17,11.48715,316.9772,0,20
15793,15794,222.9115,63.24555,5068000,17,0.6039734,-0.3057913,0.2981821,0.1119954,23.33333,0,8,1.037004,3,875.7278,10,0,28.28427,0.0,17,9.774013,318.8854,0,20
15794,15795,216.7278,72.11102,5068000,17,-0.3000183,0.04047762,-0.2595407,0.1088978,16.66667,0,8,1.171384,3,877.0448,10,0,40.0,0.0,17,8.987756,321.2451,0,20
15795,15796,220.9575,80.0,54400,34,0.2404022,-0.193633,0.04676922,0.1032344,18.33333,0,8,1.270461,15,879.4547,10,0,40.0,0.0,17,8.869094,324.222,0,22
15796,15797,217.1273,80.0,54400,34,0.1157837,-0.06683338,0.04895031,0.09205452,15.0,0,8,1.330657,15,881.3924,10,0,40.0,0.0,17,7.879417,328.0625,0,22
15797,15798,184.101,82.46211,19600,33,1.087357,-0.3031264,0.7842302,0.07299444,26.66667,0,2,1.572321,15,882.9762,10,0,28.28427,0.0,17,8.086535,333.1371,1,22
15798,15799,165.3518,89.44272,19600,33,1.2164,-1.232087,-0.01568655,0.1875425,38.33333,0,2,1.417194,15,881.4818,10,0,20.0,0.0,17,14.92447,340.0,1,22
15799,15800,176.7112,100.0,19600,33,-2.090744,0.6859587,-1.404785,0.2644469,32.5,0,4,0.8206908,15,877.3666,10,0,0.0,1.0,17,21.87624,349.4427,1,22
15800,15801,191.4119,100.0,19600,33,-1.760101,1.034737,-0.7253642,0.2993698,40.0,0,4,0.7685797,3,878.0664,10,1,0.0,1.0,17,26.17373,362.4621,1,20
15801,15802,197.4221,100.0,19600,33,0.4171753,-0.2633254,0.1538499,0.3445057,60.0,0,4,0.6750754,3,882.27,10,1,0.0,1.0,17,27.86667,380.0,1,20
15802,15803,206.3122,100.0,19600,33,2.634048,-1.81711,0.8169385,0.3342461,70.0,0,4,0.5807465,15,886.605,10,0,0.0,1.0,17,25.50739,400.0,1,22
15804,15805,236.3633,100.0,106000,29,-0.6960449,0.48933,-0.2067149,0.1434954,21.66667,0,8,1.891651,17,567.5404,20,0,164.9242,0.0,25,15.44637,882.4974,0,23
15805,15806,240.9107,84.85281,106000,29,-1.526276,0.8704061,-0.6558695,0.2220589,25.0,0,8,1.679724,17,572.7504,20,0,145.6022,0.0,25,20.49943,861.9987,0,23
15806,15807,238.9757,72.11102,106000,29,0.3509521,-0.1403672,0.210585,0.2510461,37.5,0,16,1.399797,17,580.4775,20,0,126.4911,0.0,25,20.68351,843.0251,1,23
15807,15808,238.5643,56.56854,106000,29,0.4409637,0.1371982,0.578162,0.2453855,38.33333,0,8,1.282862,17,587.0941,20,0,107.7033,0.0,25,21.99404,822.2976,1,23
15808,15809,229.1653,44.72136,106000,29,1.50972,-0.4621208,1.047599,0.2473898,45.0,0,8,1.173147,17,594.4828,20,0,89.44272,0.0,25,21.35259,792.7446,0,23
15809,15810,204.6962,40.0,106000,29,2.100296,-0.8534413,1.246855,0.2135043,42.5,0,4,1.129357,17,598.9515,20,0,72.11102,0.0,25,19.79193,764.2492,0,23
15810,15811,189.1097,28.28427,106000,29,0.9103699,-0.6988117,0.2115581,0.2721769,52.5,0,4,1.111091,17,599.84,20,0,56.56854,0.0,25,22.22976,735.3911,0,23
15811,15812,200.4998,20.0,106000,29,-1.211731,-0.09574085,-1.307472,0.256398,40.0,0,4,1.157888,17,599.9818,20,0,44.72136,0.0,25,23.61665,707.7366,0,23
15812,15813,216.6438,0.0,106000,29,-0.3188782,0.05898418,-0.259894,0.2694633,46.66667,0,8,1.197128,17,605.2709,20,0,28.28427,0.0,25,24.99093,681.4664,0,23
15813,15814,216.4451,20.0,106000,29,0.5918579,-0.2590238,0.3328341,0.2668435,45.0,0,8,1.153728,17,611.3431,20,0,20.0,0.0,25,24.3266,656.7874,0,23
15814,15815,214.103,28.28427,106000,29,-0.7787933,0.4651327,-0.3136607,0.2430245,40.0,0,8,1.174074,17,615.446,20,0,28.28427,0.0,25,24.01643,633.9313,0,23
15815,15816,217.6428,40.0,106000,29,-1.697906,0.9601609,-0.7377456,0.2798453,35.0,0,8,1.232239,17,620.1138,20,0,40.0,0.0,25,25.00598,613.1502,0,23
15816,15817,220.8312,20.0,106000,29,0.2901306,-0.1853558,0.1047748,0.3081096,45.0,0,8,1.192834,17,627.7753,20,0,44.72136,0.0,25,25.27055,589.36,0,23
15817,15818,219.4573,0.0,10800,36,1.54541,-0.7245247,0.8208855,0.2600732,51.66667,0,8,1.074097,17,634.8303,20,0,28.28427,0.0,25,26.20246,566.5082,0,23
15818,15819,219.3687,0.0,389200,27,-3.3181,1.85614,-1.46196,0.3063139,41.66667,0,8,1.076588,17,638.5428,20,0,20.0,0.0,25,28.42119,545.9528,1,23
15819,15820,219.1427,0.0,389200,27,2.77597,-1.353604,1.422366,0.3275658,55.0,0,4,1.02635,17,648.7405,20,0,20.0,0.0,25,27.77984,528.0814,1,23
15820,15821,215.5686,20.0,389200,27,0.844635,-0.6151733,0.2294617,0.2803014,56.66667,0,8,0.9360392,17,653.8282,20,0,28.28427,0.0,25,25.37564,513.2977,1,23
15821,15822,206.8558,20.0,389200,27,0.6047974,-0.349468,0.2553294,0.2552819,48.33333,0,8,0.9040805,17,658.2315,20,0,44.72136,0.0,25,22.56819,501.9765,1,23
15822,15823,198.8515,0.0,389200,27,0.1039886,-0.06048749,0.04350116,0.2214121,36.66667,0,8,0.9504448,17,660.9418,20,0,56.56854,0.0,25,20.29253,494.4009,1,23
15823,15824,204.8485,0.0,389200,27,-0.634552,0.2636834,-0.3708686,0.2325615,32.5,0,4,1.094461,17,663.1354,20,0,44.72136,0.0,25,21.01958,477.3475,1,23
15824,15825,207.5106,0.0,389200,27,1.068909,-0.4488751,0.6200336,0.2659041,45.0,0,4,1.168459,17,667.7814,20,0,40.0,0.0,25,22.89953,461.8726,1,23
15825,15826,196.9539,0.0,389200,27,0.673172,-0.1462551,0.5269169,0.2524956,41.66667,0,8,1.093072,17,670.5544,20,0,28.28427,0.0,25,23.14043,450.0482,1,23
15826,15827,184.9498,20.0,389200,27,-0.1200104,0.3526166,0.2326062,0.2526668,37.5,0,4,1.09482,17,671.2193,20,0,20.0,0.0,25,23.89474,442.5681,1,23
15827,15828,183.7525,40.0,389200,27,-1.231903,1.005474,-0.2264286,0.2402771,27.5,0,4,1.220461,17,670.9461,20,0,28.28427,0.0,25,25.01898,440.0,1,23
15828,15829,189.8159,56.56854,389200,27,-2.161209,1.506033,-0.655176,0.2590746,25.0,0,4,1.45371,17,671.5779,20,0,20.0,0.0,25,25.54783,442.5681,1,23
15829,15830,193.5879,44.72136,389200,27,-0.7859802,0.658898,-0.1270822,0.2551553,30.0,0,4,1.553243,17,674.6607,20,1,0.0,1.0,25,24.43487,450.0482,1,23
15830,15831,201.5446,28.28427,389200,27,-0.6113129,0.3042212,-0.3070917,0.2476474,32.5,0,4,1.440388,17,677.4703,20,1,0.0,1.0,25,24.00494,461.8726,1,23
15831,15832,207.6567,20.0,389200,27,0.3158722,-0.0933158,0.2225564,0.274882,42.5,0,4,1.326697,17,681.7638,20,0,0.0,1.0,25,25.6488,477.3475,1,23
15832,15833,212.2749,0.0,389200,27,-2.091049,1.040575,-1.050474,0.2792458,41.66667,0,8,1.219316,17,685.2726,20,1,0.0,1.0,25,26.939,495.8223,1,23
15833,15834,217.493,20.0,389200,27,-0.6694031,0.1297779,-0.5396251,0.2987268,41.66667,0,8,1.13372,17,692.172,20,1,0.0,1.0,25,25.90602,516.7601,1,23
15834,15835,215.4743,40.0,389200,27,0.4203949,-0.4673381,-0.04694322,0.230253,43.33333,0,8,1.112497,17,698.5925,20,1,0.0,1.0,25,21.34234,539.7421,0,23
15835,15836,199.3707,44.72136,389200,27,0.5517426,0.1874685,0.739211,0.1698637,30.0,0,8,1.311455,17,702.2421,20,0,20.0,0.0,25,16.93471,549.2347,0,23
15836,15837,189.0959,40.0,389200,27,-1.219788,0.8211437,-0.3986439,0.1775934,17.5,0,4,1.919237,17,702.363,20,0,40.0,0.0,25,16.03529,547.6727,0,23
15837,15838,194.6147,40.0,389200,27,-0.7011108,0.4411299,-0.2599809,0.1552431,18.33333,0,8,2.342746,17,703.9677,20,0,56.56854,0.0,25,14.87374,546.7167,0,23
15838,15839,196.4267,28.28427,389200,27,-0.06079102,0.1691399,0.1083489,0.1305977,16.66667,0,8,2.384747,17,705.7562,20,0,72.11102,0.0,25,13.57637,546.2919,0,23
15839,15840,185.8204,20.0,389200,27,0.4308472,0.1145812,0.5454284,0.1517733,22.5,0,4,2.493571,17,706.9946,20,0,72.11102,0.0,25,13.96119,546.3564,0,23
15840,15841,183.8865,20.0,389200,27,-1.305206,0.8057588,-0.4994475,0.1501546,15.0,0,4,2.810159,17,706.0793,20,0,56.56854,0.0,25,15.16155,546.8959,0,23
15841,15842,195.6046,0.0,389200,27,-1.343887,0.774817,-0.5690703,0.1600971,15.0,0,8,3.357367,17,707.1602,20,0,44.72136,0.0,25,14.74061,547.9207,0,23
15842,15843,209.5468,0.0,389200,27,-0.3557739,0.09768152,-0.2580924,0.1437626,18.33333,0,8,3.028848,17,709.8294,20,0,40.0,0.0,25,14.21516,549.4658,0,23
15843,15844,219.576,20.0,389200,27,-0.7324371,0.4082098,-0.3242274,0.1587088,20.0,0,8,2.526289,17,712.7608,20,0,40.0,0.0,25,15.32942,551.5942,0,23
15844,15845,218.4177,40.0,389200,27,-0.3448486,0.194346,-0.1505027,0.1546544,21.66667,0,8,2.256703,17,716.4221,20,0,44.72136,0.0,25,14.7863,554.4009,0,23
15845,15846,232.0976,60.0,389200,27,-1.667725,0.8873543,-0.7803704,0.1956678,18.33333,0,8,2.359967,17,719.2609,20,0,56.56854,0.0,25,16.61756,553.1727,0,23
15846,15847,243.1576,80.0,389200,27,1.084274,-0.7232485,0.3610258,0.2138054,37.5,0,16,1.671682,17,726.8378,20,0,72.11102,0.0,25,17.77399,518.9906,0,23
15847,15848,241.492,89.44272,389200,27,0.4714355,-0.2909106,0.180525,0.1604643,30.0,0,8,1.332416,17,731.7076,20,0,89.44272,0.0,25,13.81754,486.0534,0,23
15848,15849,232.8878,82.46211,124000,35,0.6760101,-0.1597636,0.5162466,0.137383,25.0,0,8,1.502063,17,735.7038,20,0,100.0,0.0,25,12.20194,454.7055,0,23
15849,15850,225.4956,80.0,64400,32,0.3857422,0.1316461,0.5173883,0.1595933,22.5,0,4,1.714285,17,738.7916,20,0,89.44272,0.0,25,14.85055,425.3685,0,23
15850,15851,218.2082,82.46211,64400,32,0.4037476,0.007001561,0.4107491,0.2038135,30.0,0,4,1.571822,17,742.4916,20,0,80.0,0.0,25,17.99949,398.5205,0,23
15851,15852,204.4835,89.44272,64400,32,0.9772949,-0.5372246,0.4400703,0.2081696,35.0,0,4,1.364118,17,746.0837,20,0,60.0,0.0,25,17.19037,374.6375,0,23
15852,15853,179.9774,100.0,64400,32,1.034058,-0.2584046,0.775653,0.1563501,30.0,0,8,1.358881,17,747.731,20,0,40.0,0.0,25,14.60219,354.094,0,23
15853,15854,144.6823,113.1371,5068000,17,1.264679,-0.5253665,0.7393125,0.1939263,40.0,0,2,0.8961985,3,746.2609,10,0,20.0,0.0,17,16.57845,337.0618,0,20
15854,15855,128.4282,128.0625,5068000,17,1.429169,-0.5377002,0.8914685,0.2298212,40.0,0,2,0.7816108,3,741.5133,10,0,0.0,1.0,17,20.38455,323.4683,0,20
15855,15856,135.1561,141.4214,5068000,17,-0.1007996,-0.05310176,-0.1539013,0.2231161,38.33333,0,2,0.6813306,3,734.7818,10,1,0.0,1.0,17,19.69668,313.0495,0,20
15856,15857,155.732,156.205,5068000,17,-0.7527771,-0.05217846,-0.8049555,0.2443715,33.33333,0,2,0.7012052,3,729.6999,10,1,20.0,0.0,17,20.56013,305.4672,1,20
15857,15858,161.6204,161.2451,5068000,17,-1.951553,1.221927,-0.7296266,0.260135,27.5,0,4,0.7376919,3,725.7715,10,1,28.28427,0.0,17,22.14189,300.427,1,20
15858,15859,150.9815,144.222,5068000,17,0.302124,0.4205561,0.7226802,0.202242,38.33333,0,2,0.7684134,3,724.7539,10,0,20.0,0.0,17,21.19651,297.7681,1,20
15859,15860,142.97,128.0625,5068000,17,0.809494,-0.3737075,0.4357865,0.2172528,37.5,0,4,0.7285168,3,721.0706,10,0,28.28427,0.0,17,19.57365,297.528,0,20
15860,15861,157.706,113.1371,5068000,17,-0.1023712,-0.2705723,-0.3729436,0.1510401,27.5,0,4,0.7537582,3,717.3012,10,0,44.72136,0.0,17,14.99122,297.9899,0,20
15861,15862,163.7821,100.0,5068000,17,0.829361,-0.331831,0.49753,0.1584804,25.0,0,4,0.9720201,3,716.7267,10,0,63.24555,0.0,17,13.66157,302.0457,0,20
15862,15863,153.2782,82.46211,5068000,17,-0.4347992,0.3487371,-0.08606213,0.1588375,17.5,0,4,1.104441,15,714.0001,10,0,82.46211,0.0,17,14.20395,308.7363,0,22
15863,15864,160.0472,63.24555,5068000,17,-0.4410553,0.2709716,-0.1700837,0.1263643,15.0,0,4,1.156888,15,711.9794,10,0,100.0,0.0,17,12.20144,320.8319,0,22
15864,15865,157.9299,44.72136,5068000,17,0.116806,0.155047,0.271853,0.1155009,18.33333,0,2,1.441804,15,711.1357,10,0,101.9804,0.0,17,11.75662,338.5871,0,22
15865,15866,153.166,28.28427,5068000,17,-0.6969604,0.3623871,-0.3345734,0.1360031,15.0,0,2,1.621276,3,708.5411,10,1,107.7033,0.0,17,12.91241,361.4721,0,20
15866,15867,200.6,20.0,5068000,17,-2.222321,0.8956271,-1.326693,0.1276755,12.5,0,4,1.631717,3,706.7801,10,1,116.619,0.0,17,14.02859,388.4441,0,20
15867,15868,214.3195,0.0,5068000,17,0.09228516,0.2365929,0.328878,0.2064563,25.0,0,8,1.911971,3,711.6667,10,1,126.4911,0.0,17,17.0337,418.4238,0,20
15868,15869,183.4809,20.0,5068000,17,0.4955902,0.1022048,0.597795,0.1248157,23.33333,0,8,1.178124,3,713.922,10,1,134.1641,0.0,17,12.51033,450.5528,0,20
15869,15870,174.3828,40.0,5068000,17,-0.4038086,0.108088,-0.2957206,0.1084111,15.0,0,4,1.508503,3,713.2074,10,1,144.222,0.0,17,10.55426,484.222,0,20
15870,15871,184.9859,60.0,5068000,17,0.2416992,-0.1921576,0.04954167,0.1050489,17.5,0,4,1.649091,3,713.696,10,1,156.205,0.0,17,10.2636,519.016,0,20
15871,15872,214.0707,72.11102,5068000,17,-1.003052,0.3882973,-0.6147544,0.1433763,20.0,0,4,1.573504,3,714.0364,10,1,169.7056,0.0,17,12.77142,543.8512,0,20
15872,15873,223.7553,63.24555,5068000,17,1.16333,-0.5922881,0.571042,0.1734429,30.0,0,8,1.201631,3,718.9381,10,1,161.2451,0.0,17,14.78602,542.2307,0,20
15873,15874,231.3913,56.56854,5068000,17,-0.8141174,0.520995,-0.2931224,0.1820709,26.66667,0,8,0.9308439,3,721.3592,10,1,144.222,0.0,17,15.70718,540.983,1,20
15874,15875,234.574,44.72136,5068000,17,2.265244,-1.221454,1.043789,0.178644,38.33333,0,8,0.8151512,3,728.1948,10,1,128.0625,0.0,17,14.64874,533.9763,1,20
15875,15876,222.9764,40.0,5068000,17,-0.04522705,-0.09368336,-0.1389104,0.1209671,26.66667,0,8,0.8171248,3,730.0455,10,1,113.1371,0.0,17,10.63524,527.1883,1,20
15876,15877,241.4448,28.28427,5068000,17,-0.6415863,0.4315289,-0.2100575,0.1830179,21.66667,0,8,1.043231,3,732.9205,10,1,100.0,0.0,17,14.05142,521.3917,1,20
15877,15878,255.4774,20.0,5068000,17,0.9209442,-0.2782442,0.6427,0.2102369,38.33333,0,8,0.8916125,3,739.8555,10,1,84.85281,0.0,17,19.21278,516.4588,1,20
15878,15879,257.6799,0.0,5068000,17,-0.3105927,0.2147449,-0.09584779,0.2145358,33.33333,0,8,0.7002406,3,746.1843,10,1,72.11102,0.0,17,20.15562,512.2885,1,20
15879,15880,253.5878,0.0,5068000,17,0.2995758,-0.1663123,0.1332635,0.2153816,35.0,0,16,0.7269127,3,753.3536,10,1,63.24555,0.0,17,19.76935,506.1275,1,20
15880,15881,251.1011,20.0,5068000,17,-0.7752838,0.4563436,-0.3189402,0.2287382,30.0,0,16,0.7502156,3,759.7175,10,1,60.0,0.0,17,21.53502,480.9411,1,20
15881,15882,251.8271,20.0,5068000,17,-0.4125977,0.07458072,-0.3380169,0.2577309,37.5,0,16,0.7077448,3,767.658,10,1,60.0,0.0,17,21.93584,450.8801,1,20
15882,15883,252.1159,28.28427,5068000,17,1.305069,-0.9150509,0.390018,0.2054315,40.0,0,16,0.679147,3,775.9153,10,1,60.0,0.0,17,19.38372,412.3155,1,20
15883,15884,253.8307,44.72136,5068000,17,-2.401688,1.528457,-0.8732306,0.2399466,25.0,0,8,0.7391447,3,780.4905,10,1,40.0,0.0,17,23.33063,374.1641,1,20
15884,15885,255.4389,56.56854,5068000,17,-1.055649,0.4052816,-0.6503671,0.3363416,52.5,0,16,0.6516387,3,791.0931,10,1,20.0,0.0,17,28.92945,336.619,1,20
15885,15886,249.3316,72.11102,5068000,17,2.082687,-1.55021,0.5324778,0.2661373,57.5,0,16,0.5405474,3,803.0903,10,1,0.0,1.0,17,23.88283,300.0,1,20
15886,15887,231.0102,84.85281,5068000,17,0.05264282,0.1881404,0.2407832,0.1832054,28.33333,0,8,2.640555,1,807.9467,50,0,0.0,1.0,45,17.19206,264.8528,1,25
15887,15888,214.0767,100.0,5068000,17,0.1584167,-0.02084062,0.1375761,0.174626,25.0,0,8,3.859477,1,811.6913,50,0,0.0,1.0,45,14.54346,232.111,1,25
15888,15889,202.4151,113.1371,5068000,17,0.5932312,-0.3648367,0.2283945,0.1370781,23.33333,0,8,4.341497,1,814.3,50,0,20.0,0.0,45,12.19632,203.2455,1,25
